employee_id,name,nationality,department,job_title,salary,age,years_of_experience,performance_score,manager_rating,attrition,join_date
2368,Megan Figueroa,British,Legal,Compliance Manager,18922.34,35,19,4.52,4.03,0,2006-08-11
2369,Sara Hanna,British,HR,Recruiter,31433.0,25,12,1.66,2.87,0,2013-12-24
2370,Jason Maldonado,Jordanian,Finance,Accountant,20341.11,54,17,4.14,2.44,0,2009-02-13
2371,Carrie Lambert,Egyptian,Marketing,Brand Manager,19242.81,52,23,1.54,4.15,1,2002-09-06
2372,Amy King,Bangladeshi,Customer Service,CS Manager,14876.93,32,5,2.45,4.7,0,2020-06-27
2373,Jennifer Martin,Emirati,Marketing,Marketing Executive,29000.6,47,3,1.68,1.64,1,2022-11-21
2374,Benjamin Perry,Jordanian,Logistics,Supply Chain Analyst,13758.71,47,6,1.67,4.53,1,2020-02-21
2375,Michaela Perez,Filipino,Operations,Operations Manager,24251.5,33,19,3.58,1.36,0,2007-03-01
2376,Carmen Brown,British,HR,HR Director,22952.48,33,10,3.38,4.15,0,2015-06-20
2377,Anthony Griffin,Emirati,IT,Data Analyst,27178.74,30,23,2.64,1.0,0,2002-11-30
2378,Tammy Nichols,Lebanese,Legal,Legal Officer,18330.02,52,7,4.34,3.59,1,2019-01-22
2379,Erin Miranda,Pakistani,Finance,Accountant,36129.55,58,24,1.88,2.48,1,2001-07-11
2380,Cynthia Yu,Emirati,IT,IT Manager,43290.51,27,10,1.35,3.37,0,2016-05-18
2381,Frank Lee,British,Finance,Financial Analyst,13311.95,53,17,3.64,2.28,1,2009-03-27
2382,Amanda Mercado,Emirati,Customer Service,CS Representative,18054.63,47,14,2.13,3.83,0,2011-11-22
2383,Tom Thomas,Pakistani,Management,General Manager,29837.5,33,11,1.8,2.69,1,2014-10-16
2384,Nicole Strickland,Egyptian,HR,Recruiter,34525.09,34,7,4.15,1.46,0,2018-07-08
2385,Mr. Jason Tapia MD,Indian,HR,HR Manager,15390.77,34,14,3.86,2.56,1,2011-12-26
2386,Bryan Summers,British,Customer Service,CS Manager,11958.83,46,6,3.09,2.91,0,2020-05-03
2387,Shannon Reyes,Indian,Operations,Operations Manager,20505.72,33,9,3.49,1.18,0,2016-10-13
2388,Jacob Brandt,Lebanese,Marketing,Digital Marketer,9802.43,57,11,2.77,4.99,0,2014-09-10
2389,Jacob Barajas,Egyptian,Management,Director,26208.31,33,7,1.16,1.67,1,2018-10-05
2390,Richard Gutierrez,Jordanian,Sales,Sales Manager,32363.22,32,3,1.88,2.38,0,2023-02-08
2391,Shawn Perez,Filipino,Management,VP,44161.29,22,9,1.66,4.5,0,2016-11-12
2392,Bonnie Wright,Egyptian,IT,Software Engineer,31935.89,24,14,2.12,2.87,1,2011-10-12
2393,Charles Weiss,Egyptian,Finance,Accountant,30037.94,36,1,3.0,2.35,0,2024-09-14
2394,Dawn Hunter,Lebanese,HR,HR Manager,27331.16,37,13,2.29,3.36,1,2013-05-05
2395,Ashley Wright,Indian,Customer Service,CS Supervisor,6164.79,49,18,1.2,2.95,0,2007-10-25
2396,Troy Gibson,Indian,Operations,Coordinator,18124.53,55,15,2.05,1.85,1,2010-11-11
2397,Whitney Lara,Pakistani,Customer Service,CS Manager,19445.28,44,21,4.51,2.03,0,2004-09-26
2398,Thomas Butler,Egyptian,Legal,Legal Counsel,20522.8,57,25,4.7,4.61,0,2000-11-17
2399,Joseph Martin,American,HR,HR Director,17437.48,55,17,3.99,3.29,0,2009-03-07
2400,Amber Nguyen,Jordanian,IT,IT Manager,43568.06,22,19,4.11,2.23,1,2006-10-03
2401,Andrew Bryant,Filipino,Finance,Accountant,44122.84,45,10,2.65,4.53,1,2016-05-02
2402,Raymond Christensen,American,Customer Service,CS Manager,18722.7,59,9,3.04,1.85,0,2016-06-24
2403,Kathy Patel,Pakistani,Operations,Coordinator,25618.16,52,1,3.8,4.55,1,2025-03-10
2404,Kathy Brown,Emirati,IT,IT Manager,25822.82,52,14,4.64,3.57,0,2011-07-12
2405,Jodi Robinson,British,Logistics,Supply Chain Analyst,17155.47,43,21,1.87,4.04,0,2005-04-30
2406,Paul Everett,Jordanian,Operations,Operations Manager,15953.04,41,19,3.72,1.68,0,2006-07-11
2407,Matthew Gates,Egyptian,Legal,Legal Counsel,43385.09,42,1,4.2,3.55,0,2024-06-09
2408,Michele Kelly,Indian,IT,IT Manager,42965.87,51,5,1.23,3.59,0,2020-05-26
2409,Todd Hines,Lebanese,Customer Service,CS Manager,11107.02,35,1,1.75,1.24,1,2025-02-24
2410,Pamela Murphy,Indian,Finance,Accountant,15091.34,59,16,3.33,4.07,0,2009-07-11
2411,Jacqueline Mccarthy,American,Customer Service,CS Representative,13427.78,48,4,3.81,4.86,0,2022-01-20
2412,Eugene Goodwin DDS,Pakistani,Customer Service,CS Supervisor,18716.3,22,24,3.14,4.29,0,2002-01-10
2413,Michael Blankenship,Filipino,Management,Team Lead,25252.78,35,10,3.87,3.37,0,2015-06-15
2414,Jordan Ross,Lebanese,Operations,Operations Manager,13259.69,60,11,3.77,1.45,0,2014-08-05
2415,Renee Mccarthy,Filipino,Customer Service,CS Representative,19908.26,60,1,1.72,3.47,0,2024-10-06
2416,Christopher Turner,Egyptian,Marketing,Digital Marketer,34894.56,55,9,1.65,5.0,1,2016-08-31
2417,Rebecca Smith,Emirati,Operations,Operations Manager,22736.99,26,2,2.86,3.16,0,2023-09-04
2418,Nancy Ramirez,Emirati,Legal,Legal Officer,22198.57,36,21,3.71,2.37,0,2004-07-31
2419,John Taylor,Jordanian,Legal,Legal Officer,48291.13,59,21,4.68,3.63,0,2004-06-23
2420,David Edwards,Pakistani,Marketing,Brand Manager,12591.97,50,1,4.1,1.46,1,2024-07-16
2421,Amy Wright,Indian,Sales,Sales Manager,21726.8,25,2,1.81,3.05,0,2023-08-27
2422,Jessica Robertson,Egyptian,IT,Data Analyst,15159.13,32,13,3.4,2.66,1,2012-12-21
2423,Michelle Wood,Lebanese,Finance,Accountant,39474.38,51,22,1.59,3.03,0,2003-12-02
2424,Kristy Rivera,Indian,Customer Service,CS Manager,9134.15,26,21,2.68,1.01,0,2004-06-07
2425,David Stewart,Emirati,Management,General Manager,70807.67,32,13,4.2,2.62,1,2012-08-09
2426,John Johnston,Filipino,Finance,Finance Manager,31121.32,51,8,1.23,4.03,1,2017-10-17
2427,Tyler Thompson,Jordanian,Sales,Account Manager,14205.29,60,9,2.53,3.6,0,2016-11-30
2428,Brian Carpenter Jr.,Pakistani,Customer Service,CS Supervisor,6218.34,22,1,3.94,2.18,0,2024-06-16
2429,Todd Snyder,Filipino,IT,IT Manager,44953.12,35,22,2.63,1.07,1,2004-03-05
2430,Krista Robinson,Emirati,Marketing,Marketing Executive,7250.74,57,8,4.64,3.28,0,2017-05-25
2431,Mitchell Garcia,Bangladeshi,Management,General Manager,57186.64,50,13,1.0,4.67,1,2012-11-10
2432,Thomas Davis,Jordanian,Sales,Sales Manager,18613.71,36,2,3.79,2.7,0,2024-04-08
2433,James Cook,Jordanian,Marketing,Digital Marketer,33365.65,23,25,4.88,4.49,0,2001-01-05
2434,Brian Rodriguez,British,IT,IT Manager,23443.41,58,4,2.81,2.99,0,2021-12-29
2435,Joshua Wade DDS,Lebanese,IT,IT Manager,48389.94,36,7,2.71,2.52,0,2018-07-15
2436,Carol Schmidt,Pakistani,Sales,Sales Executive,9431.78,45,19,3.33,3.27,0,2006-06-16
2437,Jeffrey Stein,Pakistani,Finance,Financial Analyst,14881.82,55,9,2.55,1.66,1,2016-07-07
2438,Tyler Thomas,Bangladeshi,Legal,Compliance Manager,27916.98,51,14,4.79,3.28,0,2012-02-15
2439,Heather Hanna,Jordanian,Management,General Manager,74064.27,60,19,3.63,1.62,0,2006-07-19
2440,Robert Wilson,American,Operations,Operations Manager,24035.9,52,11,4.46,2.6,0,2014-05-23
2441,Kelly Martinez,Emirati,Management,Director,39190.98,49,6,1.05,1.49,1,2020-02-21
2442,Anthony Wright,Indian,Management,General Manager,21216.97,34,8,3.41,3.98,0,2017-07-18
2443,Michelle Moore,American,IT,IT Manager,9403.58,22,13,4.59,2.16,1,2012-06-18
2444,Roger Shelton,Emirati,IT,Data Analyst,38699.44,26,20,4.83,2.22,0,2006-01-27
2445,Alexandra Spencer,Pakistani,Management,VP,29152.27,29,3,1.07,3.07,0,2022-12-06
2446,Alan Thomas,Pakistani,IT,IT Support,33248.91,56,2,2.74,2.31,0,2023-12-18
2447,Michael Barton,Emirati,Sales,Account Manager,17873.72,31,1,1.22,1.73,1,2025-01-20
2448,Ryan Martin,Pakistani,Customer Service,CS Manager,11421.61,28,14,3.49,2.04,0,2011-10-29
2449,Andrea Gutierrez,Bangladeshi,Logistics,Logistics Coordinator,20278.77,45,2,2.61,1.53,1,2023-09-19
2450,Richard Armstrong,Pakistani,Finance,Finance Manager,30780.42,48,15,1.4,3.1,0,2010-09-19
2451,Johnathan Christensen,Indian,Finance,Accountant,17172.63,41,10,2.96,1.48,1,2016-01-26
2452,Connor Johnson,Pakistani,Customer Service,CS Representative,14280.09,47,22,1.39,1.21,0,2004-02-13
2453,Michael Green,Pakistani,Customer Service,CS Manager,5931.65,48,12,1.34,3.3,0,2014-04-28
2454,Christina Rodriguez,Filipino,Marketing,Marketing Executive,27837.9,59,20,3.39,1.28,1,2005-09-18
2455,Ricardo Moore,Egyptian,Customer Service,CS Manager,7848.16,33,2,4.24,4.41,1,2023-10-02
2456,Marc George,Pakistani,Management,General Manager,65682.5,53,1,2.73,2.78,0,2024-10-18
2457,Brian Smith,Indian,Marketing,Brand Manager,32844.14,22,3,3.77,2.88,0,2022-07-12
2458,Daniel Scott,Jordanian,Finance,Finance Manager,28622.44,44,23,1.36,3.78,0,2003-02-28
2459,Gwendolyn Harper,Bangladeshi,HR,HR Officer,16846.91,34,9,4.89,1.15,0,2016-08-08
2460,Gary Lopez,Egyptian,Marketing,Brand Manager,22249.05,27,12,3.92,4.23,0,2013-10-02
2461,Erik Hayden,American,Management,VP,58490.0,37,13,3.41,1.47,0,2012-06-24
2462,Robert Roberts,Bangladeshi,Finance,Finance Manager,18547.09,59,2,1.98,4.32,1,2023-12-11
2463,Aaron Saunders,Jordanian,HR,HR Manager,14736.16,23,18,4.98,1.99,0,2007-05-24
2464,Jeffrey Lutz,Emirati,IT,IT Support,41975.15,23,3,3.72,3.35,0,2023-02-26
2465,Michael Mitchell,Emirati,Logistics,Warehouse Manager,26137.45,56,12,3.22,3.74,0,2013-05-31
2466,John King,British,Customer Service,CS Supervisor,13107.27,31,18,2.57,1.63,0,2008-04-06
2467,Mr. Kevin Nunez,Emirati,Legal,Legal Officer,37014.09,35,23,3.89,2.37,0,2003-02-11
2468,Erika Thomas,American,Management,Team Lead,34498.77,23,15,3.01,3.03,1,2010-10-13
2469,Wendy Ortega,Indian,Logistics,Warehouse Manager,27229.0,57,24,2.93,4.88,0,2002-05-03
2470,Sara Hawkins,British,Management,VP,50155.34,40,3,4.46,1.32,1,2023-03-06
2471,Derrick Johnson,Filipino,HR,HR Manager,16388.0,39,4,3.21,3.24,0,2021-10-27
2472,Michael Smith,Pakistani,HR,HR Manager,23631.99,47,4,1.13,4.98,0,2021-06-09
2473,Robert Carter,Egyptian,Finance,Finance Manager,16357.94,52,11,3.71,2.9,0,2014-11-16
2474,Barbara Morrow,Filipino,Customer Service,CS Representative,15473.36,25,24,4.45,3.72,0,2002-03-15
2475,Richard Meyers,Lebanese,Customer Service,CS Supervisor,5952.85,46,25,3.98,4.29,0,2001-01-20
2476,William Kennedy,Lebanese,Legal,Compliance Manager,46175.79,48,16,1.53,2.63,1,2009-05-28
2477,Angela Johnson,Emirati,Finance,Accountant,16587.3,22,12,1.55,2.54,0,2013-12-18
2478,Andrew Watkins,Bangladeshi,Marketing,Marketing Executive,29762.73,50,16,1.02,4.63,0,2010-04-28
2479,Melissa Jenkins,Jordanian,Legal,Legal Counsel,11868.85,47,8,1.95,4.32,1,2018-03-15
2480,Brittney Kerr,Filipino,HR,HR Officer,24732.05,39,21,4.35,3.5,0,2005-05-18
2481,Carl Everett,Pakistani,Management,Team Lead,79248.38,25,4,4.22,1.95,1,2021-11-14
2482,Steven Rivers,Lebanese,Management,Director,37032.82,34,9,4.07,2.84,0,2016-09-23
2483,Christopher Hudson,British,Operations,Operations Analyst,19787.47,33,4,4.88,1.17,0,2021-08-19
2484,Gary Malone,Lebanese,IT,IT Support,23301.49,53,15,4.74,3.65,0,2011-01-03
2485,Alexandra Gentry,Filipino,Finance,Financial Analyst,18575.71,57,11,4.85,2.13,1,2014-12-04
2486,Kimberly Bailey,Bangladeshi,HR,HR Manager,7456.12,57,18,1.48,3.19,1,2007-07-05
2487,Morgan Ramirez,Bangladeshi,Sales,Sales Executive,32148.94,47,10,4.92,1.63,1,2015-06-04
2488,Robert Davis,Indian,HR,HR Director,24262.87,25,16,2.26,2.63,1,2009-10-25
2489,Raymond Newman,British,IT,IT Manager,31212.19,23,10,2.79,2.19,0,2016-03-03
2490,Aaron Vasquez,Emirati,Finance,Financial Analyst,15279.39,26,5,2.46,2.46,1,2021-02-07
2491,Terry Clarke,Bangladeshi,Customer Service,CS Manager,15190.86,27,8,2.69,4.24,0,2018-04-23
2492,Jordan Brown,Bangladeshi,Customer Service,CS Supervisor,5927.58,30,19,1.72,2.21,1,2006-07-25
2493,Sabrina Castillo,Bangladeshi,Customer Service,CS Manager,8980.22,46,19,4.87,3.93,0,2007-04-04
2494,Christina Butler,Jordanian,Customer Service,CS Manager,5816.21,51,19,1.49,4.73,1,2006-06-28
2495,Joel Shepherd,British,Management,Team Lead,40860.88,41,18,4.39,2.62,0,2007-12-05
2496,James Mcgrath,American,Logistics,Supply Chain Analyst,10285.78,42,8,3.85,2.98,0,2017-08-07
2497,Donald Gomez,American,Logistics,Supply Chain Analyst,14233.62,51,1,1.2,1.74,1,2024-05-28
2498,Christina Smith,Lebanese,HR,Recruiter,14430.06,22,18,4.22,1.4,1,2008-05-09
2499,Patrick Love,American,Legal,Legal Officer,20885.3,34,16,4.4,1.57,0,2009-05-30
2500,Kevin Rodriguez,Bangladeshi,IT,IT Support,32186.42,47,7,2.16,1.16,0,2019-03-13
2501,Michael Woodward,Pakistani,IT,IT Manager,47325.62,51,13,2.5,4.44,0,2013-01-09
2502,Tyler Dunn,Emirati,Customer Service,CS Representative,14329.24,32,8,1.9,3.14,0,2018-03-09
2503,Maureen Woods,Lebanese,Operations,Operations Analyst,10376.66,58,22,1.38,3.75,1,2003-10-20
2504,Samuel Barr,Indian,Operations,Coordinator,25161.03,55,25,2.12,1.55,0,2000-09-13
2505,Brittney Barron,Indian,Management,Director,24707.8,60,17,1.04,3.69,1,2008-12-09
2506,Rhonda Evans,Lebanese,Sales,Account Manager,18289.18,46,23,1.23,4.7,0,2002-08-06
2507,Jonathan Martin,Filipino,HR,HR Manager,22431.2,36,7,1.5,1.02,0,2018-12-26
2508,Martha Day,American,IT,IT Manager,40711.73,49,6,4.97,3.9,0,2020-03-15
2509,Geoffrey Holmes,British,Customer Service,CS Supervisor,8275.16,26,15,2.66,3.9,0,2011-05-05
2510,Maria Morales,Emirati,Sales,Sales Manager,22778.7,50,24,1.01,3.23,1,2001-11-12
2511,Zachary Mccoy,American,Management,Director,26015.27,54,11,4.18,1.54,1,2015-05-02
2512,Becky Weeks,Jordanian,Finance,Accountant,41218.85,39,5,1.07,3.59,0,2020-11-13
2513,Cody Bradford,Emirati,Legal,Legal Officer,28911.16,45,15,3.28,1.01,0,2011-03-02
2514,Kevin Martin,Egyptian,Operations,Operations Manager,15716.11,54,23,3.65,2.43,0,2002-10-30
2515,Tammy Banks,Jordanian,HR,HR Manager,23062.94,39,10,2.26,2.94,0,2016-03-28
2516,Meredith Smith,Indian,Management,Director,65054.85,53,23,3.99,4.35,0,2002-07-22
2517,Michael Torres,Emirati,Management,Director,47895.6,24,23,3.36,3.48,0,2002-12-15
2518,Daniel Carter,Filipino,Management,General Manager,67028.32,35,23,1.57,2.67,0,2002-12-24
2519,Megan White,Jordanian,IT,Software Engineer,18119.7,59,24,2.03,2.52,1,2002-03-05
2520,Michele Beck,Indian,HR,HR Manager,24245.7,57,11,4.73,1.91,1,2014-05-28
2521,Daniel Marshall,Egyptian,Customer Service,CS Supervisor,16119.69,32,14,1.55,1.77,0,2011-08-24
2522,Dawn Moore,American,Sales,Sales Executive,34281.46,32,6,2.36,3.86,0,2019-05-29
2523,Bobby Lewis,Jordanian,Logistics,Warehouse Manager,17026.11,31,25,4.64,1.52,0,2000-06-29
2524,Deanna Bush MD,British,Customer Service,CS Manager,9947.42,56,2,4.89,2.16,0,2024-04-23
2525,Carrie Gallegos,Lebanese,HR,Recruiter,12598.0,38,24,3.3,2.48,1,2001-08-03
2526,Eduardo Parker,British,Legal,Legal Officer,43886.73,42,1,3.06,3.75,0,2024-08-01
2527,Tina Perkins,Emirati,Logistics,Warehouse Manager,27363.43,50,8,1.62,2.58,1,2017-08-15
2528,Laura Riley,American,IT,IT Manager,12430.63,47,14,1.53,1.4,1,2011-12-10
2529,Christopher Parsons,American,Sales,Sales Manager,23475.65,55,11,4.79,2.29,0,2014-11-19
2530,Terry Livingston,Bangladeshi,HR,HR Director,14133.44,49,6,2.1,1.03,1,2019-10-04
2531,James Kim,Indian,Logistics,Logistics Coordinator,12405.74,25,5,2.43,2.66,1,2020-12-04
2532,Robert Johnson,Emirati,IT,IT Support,44324.57,38,9,1.27,3.05,0,2016-12-20
2533,Megan Martinez,American,Operations,Operations Analyst,18702.81,56,7,4.99,1.07,0,2018-12-09
2534,Martin Olsen,Pakistani,HR,HR Manager,7556.64,37,15,2.63,1.18,0,2011-01-05
2535,Michael Mack,Lebanese,Logistics,Warehouse Manager,15046.67,33,21,1.18,3.77,0,2004-08-20
2536,Brenda Dixon,Lebanese,Logistics,Logistics Coordinator,6668.73,60,8,4.11,2.11,1,2018-01-03
2537,Barbara Myers,American,Management,General Manager,43161.79,26,25,4.29,2.9,0,2000-08-03
2538,Amber Small,Jordanian,Sales,Sales Executive,39671.08,57,11,2.07,1.84,1,2015-01-03
2539,Ryan Adams,American,Sales,Sales Manager,37174.31,51,11,1.82,4.01,0,2014-06-02
2540,Jennifer Wood,Emirati,Logistics,Supply Chain Analyst,18606.81,53,1,3.56,4.81,0,2024-06-06
2541,Rita Yates,Egyptian,Management,Director,64482.44,24,21,1.56,4.93,1,2004-07-12
2542,Kathleen Warren,Lebanese,IT,IT Support,44748.43,24,21,4.21,4.88,0,2004-08-25
2543,Elizabeth Roman,Indian,Marketing,Digital Marketer,14850.27,23,17,2.87,4.38,1,2009-01-26
2544,George Stewart,Egyptian,Customer Service,CS Representative,11897.54,40,22,3.13,2.84,0,2004-03-26
2545,Danielle Durham,Lebanese,Logistics,Supply Chain Analyst,22231.91,55,14,3.89,1.81,0,2012-03-16
2546,Kim White,Pakistani,Logistics,Supply Chain Analyst,21319.29,39,13,1.42,2.68,1,2013-01-29
2547,Felicia Sloan,British,Finance,CFO,31784.53,57,24,2.51,3.49,0,2001-10-01
2548,Shelley Bell,Filipino,Sales,Account Manager,13922.97,50,17,1.77,1.01,1,2008-07-24
2549,Angel Russell,Jordanian,HR,HR Manager,9583.64,55,12,4.69,4.19,1,2013-08-18
2550,Brandon Clark,Lebanese,Sales,Account Manager,11840.49,46,25,4.29,4.29,0,2000-10-24
2551,Lisa Mitchell,American,Management,Team Lead,75681.67,31,1,1.94,2.84,1,2024-06-18
2552,Jessica Carrillo,Lebanese,Customer Service,CS Representative,12538.8,59,20,1.11,1.61,1,2005-09-24
2553,Corey Taylor,American,Finance,Financial Analyst,38064.4,49,23,2.27,2.09,0,2002-08-20
2554,Bryan Miller,British,Logistics,Supply Chain Analyst,23818.24,50,9,3.32,3.81,1,2016-10-05
2555,Ashley Cook,Lebanese,Marketing,Digital Marketer,12670.7,55,11,1.31,4.27,0,2014-08-18
2556,Joshua Sanders,Lebanese,Finance,Financial Analyst,35711.04,51,15,3.06,2.41,1,2010-09-12
2557,Angel Roberts,British,Logistics,Warehouse Manager,12655.0,54,19,4.95,4.05,0,2007-02-27
2558,Tyler Levine,Emirati,Operations,Coordinator,12325.79,54,17,2.77,1.82,1,2009-03-04
2559,Scott Anthony,Lebanese,Customer Service,CS Representative,6189.1,37,13,3.37,3.73,1,2012-07-02
2560,Casey Wright,Jordanian,Marketing,Digital Marketer,9470.04,56,24,1.4,4.71,0,2001-08-21
2561,Dr. Steven Smith PhD,American,Legal,Legal Officer,45286.21,28,21,3.04,1.54,0,2004-06-25
2562,Heather Cortez,Filipino,Legal,Compliance Manager,42187.09,60,13,1.15,1.47,0,2013-03-15
2563,Kathleen Hayes,Jordanian,IT,IT Manager,31748.31,46,19,3.21,4.57,0,2006-05-27
2564,Antonio Copeland,American,Sales,Account Manager,36769.96,24,20,1.97,2.26,0,2005-12-07
2565,Joseph Ramirez,Emirati,Management,VP,71046.39,36,14,4.99,1.76,0,2011-10-06
2566,Beth Melton,Bangladeshi,Customer Service,CS Supervisor,16096.03,32,8,4.36,3.63,0,2018-03-30
2567,Joanne Eaton,Indian,Marketing,Digital Marketer,8195.83,42,21,2.76,4.62,0,2004-06-28
2568,Cynthia Mccarthy,Egyptian,Customer Service,CS Supervisor,14052.56,36,20,3.07,3.84,0,2006-05-01
2569,Christine Bryant,Indian,Logistics,Logistics Coordinator,10603.2,26,18,2.25,2.23,1,2008-04-26
2570,Susan Green,British,Operations,Coordinator,25038.69,25,21,1.79,3.14,0,2004-12-08
2571,Melvin Quinn DDS,Jordanian,Management,Team Lead,63337.55,59,3,3.56,4.51,0,2022-10-03
2572,Cheryl Lawson,Egyptian,IT,Data Analyst,35191.19,41,8,4.22,3.51,0,2017-08-31
2573,Richard Smith,British,Legal,Compliance Manager,35852.72,40,16,1.1,4.05,1,2009-10-18
2574,Kimberly Cummings,Filipino,Finance,Financial Analyst,23984.24,30,3,3.45,2.92,0,2022-09-02
2575,Andrew Graham,Pakistani,Marketing,Digital Marketer,33457.29,45,19,2.81,4.67,0,2006-05-28
2576,Melinda Roberts,Pakistani,Customer Service,CS Manager,6566.91,47,8,4.85,4.1,1,2018-05-01
2577,Kayla Moran,Egyptian,HR,HR Officer,22657.9,41,11,3.57,4.98,0,2015-02-21
2578,Robert Ball,British,Legal,Compliance Manager,26778.17,57,24,2.39,3.96,0,2001-07-30
2579,Ashlee Thompson,British,Finance,Accountant,41684.13,41,15,2.17,2.54,0,2011-01-12
2580,Shirley Knapp,American,HR,Recruiter,27804.29,58,12,2.43,2.13,1,2013-07-04
2581,William Smith,Indian,Management,Team Lead,42605.16,50,4,1.01,1.05,1,2022-02-24
2582,Brittany Rose,Egyptian,Legal,Legal Counsel,34831.51,40,19,4.56,1.4,0,2006-12-21
2583,Christina Williams,American,Customer Service,CS Supervisor,15485.76,25,13,3.82,2.02,0,2012-05-31
2584,Wesley Young,Egyptian,Sales,Account Manager,31286.15,30,1,3.37,3.88,1,2024-10-23
2585,Thomas Pitts,Emirati,Operations,Coordinator,24495.61,23,7,4.25,2.7,0,2018-11-23
2586,Lisa Humphrey,American,Management,Team Lead,60960.21,33,13,1.47,4.56,0,2012-10-02
2587,Meagan Huang,British,Management,General Manager,39541.01,48,24,2.66,4.81,1,2001-12-15
2588,Sandra Hall,Filipino,Sales,Sales Manager,33773.16,24,6,1.54,4.4,1,2019-06-06
2589,Ruben Huffman,Jordanian,Management,General Manager,50374.16,26,19,4.6,1.84,0,2006-10-19
2590,Emma Mcdonald,Pakistani,Legal,Legal Counsel,26113.75,23,16,1.38,4.46,0,2009-12-06
2591,David Noble,Bangladeshi,Sales,Sales Executive,33870.33,29,9,2.1,1.11,1,2017-01-15
2592,Michele Mcmillan,Emirati,Customer Service,CS Representative,17771.99,45,10,2.74,2.23,0,2015-11-10
2593,Suzanne Wright DDS,British,Logistics,Warehouse Manager,11419.32,30,13,2.52,1.27,0,2012-11-20
2594,Paul Schwartz,Indian,Marketing,Brand Manager,23314.14,32,12,3.56,2.94,0,2014-01-07
2595,Valerie Turner,Bangladeshi,Management,Team Lead,16711.18,57,2,2.29,4.89,0,2023-11-29
2596,Rebecca Morris,Jordanian,Operations,Operations Analyst,24707.7,38,9,4.5,2.6,1,2016-08-20
2597,Antonio Turner,British,Management,Team Lead,34544.85,37,1,4.83,1.26,0,2024-12-28
2598,Kenneth Rhodes,Lebanese,Marketing,Brand Manager,20501.65,59,22,4.32,1.6,1,2004-01-11
2599,Heather Ramirez MD,Emirati,Logistics,Warehouse Manager,16264.25,42,17,1.85,1.54,0,2008-12-25
2600,Jacqueline Allen,Jordanian,Marketing,Brand Manager,13828.09,53,10,3.6,2.7,0,2016-04-24
2601,Matthew Thomas,Indian,Logistics,Supply Chain Analyst,7315.04,56,2,2.92,1.97,1,2023-07-25
2602,John Johnson,American,HR,HR Officer,14004.78,49,3,2.93,2.65,0,2023-05-12
2603,Vanessa Owens,American,Logistics,Logistics Coordinator,8140.99,47,15,3.52,2.28,1,2010-12-04
2604,Victoria Martinez,Filipino,Legal,Legal Counsel,34656.22,22,21,1.57,2.71,0,2005-02-11
2605,Brian Lewis,Pakistani,HR,HR Manager,33377.84,33,12,3.83,1.78,0,2014-04-24
2606,Colleen Vance,Emirati,Finance,Finance Manager,43480.69,49,6,4.5,4.91,0,2019-11-30
2607,Janice Rogers,American,IT,Software Engineer,20820.57,28,6,1.38,4.15,1,2019-10-23
2608,Jonathan Clarke,British,HR,HR Manager,9110.86,42,11,3.95,3.27,1,2014-10-28
2609,Meghan Benitez,Filipino,Operations,Coordinator,18463.36,30,24,1.54,1.55,1,2001-12-12
2610,Nicole Arias,Lebanese,IT,Software Engineer,36258.41,25,6,2.49,1.56,1,2019-06-15
2611,Paul Brown,Filipino,HR,HR Manager,28228.61,38,4,3.14,1.84,0,2022-02-10
2612,Kelly Smith,Bangladeshi,Marketing,Brand Manager,21476.65,29,6,4.19,1.63,0,2020-01-10
2613,Deborah Garcia,Lebanese,Sales,Sales Manager,11165.93,41,11,1.74,2.6,0,2014-12-20
2614,Michelle Knight,Lebanese,Legal,Compliance Manager,17796.82,59,1,3.05,2.72,1,2025-04-21
2615,Ann Ramos,Lebanese,Operations,Coordinator,24008.5,52,14,3.5,4.47,0,2011-06-18
2616,Jennifer Duran,Pakistani,Marketing,Brand Manager,24411.25,36,6,2.42,4.34,1,2019-06-02
2617,Toni Weaver,Pakistani,Legal,Compliance Manager,46633.34,58,12,4.39,2.07,0,2013-11-03
2618,Kelsey Dunn,Filipino,Operations,Operations Analyst,18261.53,48,21,2.67,1.42,0,2004-11-15
2619,Katie Sanchez,British,Legal,Compliance Manager,41408.61,32,19,2.15,2.77,0,2007-01-05
2620,Sean Hall,Pakistani,Marketing,Digital Marketer,13533.11,35,22,3.24,3.79,0,2003-10-28
2621,Daniel Rodriguez,American,Management,General Manager,72734.72,37,18,1.62,1.81,0,2007-11-06
2622,Michele Adams,Filipino,Sales,Account Manager,18178.91,27,4,1.63,2.83,0,2021-10-17
2623,Courtney Harrison,British,Logistics,Logistics Coordinator,13127.59,35,8,4.76,2.15,0,2017-09-06
2624,Richard Hall,Lebanese,Management,General Manager,41842.32,28,1,2.57,3.15,0,2024-09-20
2625,James Petersen,Jordanian,Management,Team Lead,63883.3,56,20,4.15,1.31,1,2006-01-29
2626,Robert Baker,Emirati,HR,HR Director,32114.24,54,13,3.62,3.78,1,2013-01-16
2627,Jeffrey Hanna,Indian,Operations,Operations Manager,9139.17,25,16,2.89,1.66,0,2010-05-20
2628,Amanda Johnson,British,Logistics,Warehouse Manager,15319.47,52,20,4.84,4.62,1,2006-03-13
2629,Charlotte Richardson,Lebanese,Sales,Sales Manager,13864.21,30,19,4.92,4.92,0,2007-02-12
